C2H2,C2H4,CH4,H2,C2H6,act
0.07,3.07,9.41,6.74,6.19,7
0.03,6.26,2.88,7.85,5.94,7
1.39,8.12,0.88,5.35,4.5,4
0.0,8.51,8.69,6.64,0.98,5
2.2,9.56,0.53,3.15,2.15,4
0.0,4.1,0.08,1.31,0.17,2
0.05,6.2,9.6,6.07,1.43,6
0.0,7.39,0.07,4.03,0.07,2
7.23,0.22,0.12,3.39,6.11,3
8.02,5.28,3.26,7.89,10.42,1
0.01,6.46,7.2,4.3,9.88,7
0.0,6.2,4.16,1.01,0.82,5
5.56,4.62,1.24,2.55,1.02,1
0.04,4.13,6.22,2.45,3.13,6
3.26,0.35,0.27,8.29,9.93,3
0.0,5.6,1.56,1.87,0.82,5
0.0,2.33,4.49,8.86,0.68,5
0.0,3.52,0.01,3.01,0.14,2
1.67,1.19,0.47,2.0,5.81,4
0.0,3.54,9.74,7.13,0.43,5
0.0,4.67,4.3,2.48,0.85,5
2.02,6.69,0.42,5.96,6.5,4
0.04,6.24,5.52,1.25,3.97,6
8.32,0.17,0.31,9.05,4.91,3
0.0,8.63,5.91,3.86,0.46,5
0.08,3.42,9.03,6.72,7.43,7
5.22,5.74,8.26,9.68,9.51,1
0.0,6.16,0.03,7.29,0.06,2
0.0,9.23,1.2,8.75,0.44,5
0.66,7.98,0.67,3.02,7.11,4
0.0,3.37,0.03,9.55,0.01,2
0.07,2.87,2.33,8.94,4.38,7
9.79,8.7,2.8,6.17,6.55,1
1.12,1.56,0.2,5.71,9.58,4
0.01,5.93,1.69,6.59,1.77,6
0.05,3.76,6.5,3.44,5.78,7
0.04,7.68,3.85,6.54,1.16,6
0.07,2.84,5.85,8.43,1.56,6
0.14,9.2,4.65,7.83,7.11,7
0.19,5.51,2.19,8.62,7.05,7
6.3,9.18,8.18,5.12,6.54,1
2.52,0.22,0.28,1.18,3.55,3
0.05,7.65,6.42,1.41,2.36,6
4.99,0.98,0.31,9.96,4.06,3
0.09,5.54,2.04,3.21,3.27,6
0.06,7.61,5.23,9.42,2.27,6
5.4,0.92,0.28,4.84,9.99,3
0.18,2.85,7.84,4.24,9.76,7
2.5,0.21,0.18,4.95,8.95,3
0.19,4.75,1.14,8.85,4.1,7
1.5,2.33,0.76,8.92,9.81,4
0.03,8.04,4.65,3.12,1.06,6
0.0,7.37,0.09,9.2,0.06,2
0.13,4.11,5.8,5.63,5.44,7
0.02,5.54,2.57,2.96,1.3,6
0.0,5.52,1.13,5.25,0.5,5
0.0,3.94,7.87,7.32,0.75,5
1.31,4.38,0.8,9.4,5.7,4
1.57,9.53,0.7,5.14,3.53,4
1.0,1.15,0.44,8.79,7.82,4
0.0,6.53,0.07,8.25,0.17,2
0.13,4.53,3.73,2.07,5.3,7
0.0,6.03,3.17,3.69,0.1,5
0.0,6.07,9.94,9.87,0.16,5
0.0,7.62,2.67,9.01,0.31,5
1.1,7.25,0.17,4.4,9.99,4
0.11,7.62,9.33,7.89,5.49,7
0.0,5.26,3.91,7.84,0.35,5
0.0,5.27,2.22,9.2,0.84,5
0.08,2.62,9.73,7.49,1.62,6
0.07,6.09,6.23,8.83,9.95,7
0.0,9.67,4.16,9.5,0.86,5
0.0,8.5,0.0,4.91,0.18,2
1.63,6.28,0.86,2.87,4.29,4
0.0,6.12,0.05,2.9,0.14,2
0.0,8.26,0.07,3.64,0.19,2
1.27,0.72,0.31,8.77,5.76,3
1.52,0.35,0.11,2.71,3.28,3
0.0,2.37,6.63,1.45,0.48,5
10.69,6.08,8.07,5.24,7.74,1
1.06,0.12,0.18,6.52,7.31,3
0.0,8.19,3.57,2.06,4.03,7
1.84,1.69,0.48,6.59,4.21,4
0.13,1.79,8.54,7.08,9.72,7
2.34,1.19,0.66,2.86,9.93,4
0.15,4.49,8.83,7.71,8.97,7
6.68,0.65,0.44,3.87,5.82,3
9.19,0.21,0.19,8.47,4.9,3
0.07,8.14,4.44,9.63,1.11,6
0.05,9.3,2.67,8.94,2.22,6
0.0,2.88,3.53,7.08,0.38,5
0.01,2.28,6.46,6.03,2.41,6
0.14,6.99,5.57,9.14,4.26,7
9.64,0.34,0.38,2.43,7.12,3
0.01,7.85,6.46,5.77,1.61,6
0.12,2.27,7.41,7.54,7.36,7
1.41,9.76,0.59,2.37,5.37,4
0.05,3.9,9.32,2.81,5.04,7
0.02,9.69,3.2,5.46,1.39,6
1.79,8.41,0.44,9.69,9.97,4
0.1,5.97,9.24,1.82,6.82,7
0.16,4.71,1.72,2.22,5.06,7
0.03,6.52,6.79,1.86,7.02,7
1.83,5.28,0.77,4.63,4.76,4
0.14,8.11,4.61,5.97,8.07,7
0.0,4.42,3.55,8.58,0.73,5
0.0,2.18,8.49,1.49,0.96,5
6.92,0.71,0.11,7.69,3.16,3
1.89,8.89,0.92,5.23,3.95,4
0.04,7.28,2.56,7.11,4.87,7
0.03,1.75,7.25,2.25,7.94,7
0.0,4.46,0.04,7.6,0.12,2
0.0,9.67,0.01,5.52,0.16,2
0.01,4.02,2.28,8.46,3.92,6
0.08,7.32,4.93,1.51,2.51,6
4.79,0.11,0.19,4.82,2.67,3
0.08,8.66,5.22,5.71,1.05,6
0.0,8.62,0.03,8.18,0.13,2
0.0,8.66,7.46,8.35,0.68,5
0.01,6.92,4.78,2.5,2.05,6
0.0,5.04,0.04,3.29,0.03,2
0.0,3.13,0.02,4.1,0.0,2
0.86,1.75,5.95,7.37,2.49,1
5.07,5.43,8.85,9.84,7.51,1
0.77,5.36,0.93,6.59,8.77,4
1.56,0.77,0.43,2.0,4.6,3
0.0,7.34,0.06,2.08,0.14,2
9.65,2.87,3.34,10.49,3.33,1
3.88,3.82,10.46,6.34,5.36,1
9.27,9.55,5.01,8.77,4.95,1
0.16,4.78,4.28,3.16,9.52,7
0.0,4.09,0.02,3.62,0.12,2
2.3,9.27,0.86,6.74,4.84,4
0.1,3.68,7.12,9.57,6.74,7
1.36,8.03,0.84,9.82,4.42,4
0.05,1.8,1.71,6.54,1.19,6
0.11,4.57,1.1,2.35,9.58,7
0.03,4.47,4.62,6.95,5.53,7
0.0,9.06,9.52,3.39,0.63,5
8.87,5.36,9.95,6.51,4.33,1
0.04,9.28,7.96,8.99,1.75,6
0.0,7.22,8.7,1.01,0.54,5
8.12,0.46,5.7,8.82,10.48,1
0.09,2.23,8.74,7.29,3.09,6
0.0,4.8,6.02,7.91,0.78,5
0.0,4.35,2.86,1.19,2.4,6
3.06,1.84,6.83,2.21,10.19,1
0.0,8.87,0.06,7.4,0.12,2
0.0,9.98,9.34,6.01,0.02,5
0.0,7.38,0.02,6.22,0.07,2
0.0,2.59,2.83,2.4,0.18,5
2.19,7.96,0.28,1.41,6.29,4
0.06,6.0,3.16,1.19,5.98,7
0.02,5.9,2.93,2.29,3.96,6
0.06,3.68,6.57,9.17,2.94,6
0.0,1.48,0.0,2.05,0.12,2
0.0,9.93,0.01,5.71,0.05,2
0.0,1.99,0.0,9.77,0.04,2
0.0,8.42,5.99,8.42,0.46,5
0.0,2.41,9.99,9.08,0.48,5
0.63,1.42,0.99,1.8,8.26,4
7.24,8.22,3.41,3.95,9.29,1
0.01,2.59,6.98,8.19,2.2,6
0.08,2.24,4.46,5.63,3.3,6
0.09,5.28,3.83,9.57,7.26,7
0.17,8.52,4.58,3.1,8.34,7
4.77,0.55,0.38,6.66,9.87,3
0.0,9.87,0.08,3.43,0.1,2
0.0,3.32,8.8,6.77,0.19,5
0.01,8.61,6.49,6.85,3.59,6
0.05,7.28,2.8,9.34,2.51,6
9.04,0.33,0.39,1.84,3.39,3
0.09,8.07,4.27,1.22,2.77,6
0.0,9.0,6.81,5.49,0.28,5
1.74,5.42,0.18,5.92,3.46,4
0.08,7.14,2.34,2.83,2.0,6
0.0,7.83,0.05,7.72,0.04,2
0.0,1.14,3.65,7.6,0.92,5
0.0,3.56,0.06,3.68,0.02,2
0.0,7.67,2.38,6.71,0.8,5
0.03,6.78,9.49,8.32,1.16,6
9.25,0.91,0.26,2.35,5.96,3
0.0,7.71,8.14,7.37,0.65,5
0.04,7.9,3.35,7.09,1.58,6
1.71,6.79,0.95,6.34,9.51,4
1.23,7.7,5.31,8.61,9.62,1
0.0,3.94,0.02,6.17,0.08,2
2.08,2.5,0.43,4.2,2.56,4
0.15,2.1,3.14,3.05,6.88,7
9.21,8.76,4.3,3.04,8.14,1
0.0,6.35,0.05,1.35,0.02,2
7.78,3.64,0.85,3.34,3.54,1
5.46,0.36,0.22,3.75,7.43,3
0.0,1.14,7.55,1.84,0.5,5
0.0,3.05,0.08,3.17,0.02,2
1.42,5.0,0.85,8.16,6.98,4
6.63,10.22,3.31,5.93,8.04,1
5.85,0.68,0.16,9.78,8.41,3
0.17,7.71,6.38,6.3,7.69,7
0.0,4.27,4.14,8.16,0.99,5
0.15,6.17,1.32,6.1,5.34,7
0.06,5.28,5.06,9.93,8.38,7
0.0,9.36,0.03,3.07,0.01,2
0.0,5.4,0.04,5.65,0.07,2
0.0,7.02,9.38,3.94,0.56,5
0.0,7.38,0.08,7.29,0.11,2
7.84,0.72,0.18,3.34,5.18,3
8.65,0.17,0.27,5.06,1.38,3
0.0,5.46,1.51,4.15,0.25,5
0.0,8.89,5.71,1.52,0.89,5
7.9,0.41,0.49,2.83,2.69,3
0.04,5.0,8.35,6.93,1.25,6
0.0,4.48,2.9,8.9,0.22,5
0.02,4.4,2.41,8.67,3.95,6
1.28,7.72,0.97,3.96,8.68,4
9.12,0.41,0.2,6.97,9.35,3
0.0,4.7,0.04,4.43,0.03,2
0.0,4.26,0.08,8.94,0.09,2
0.09,6.49,6.89,4.87,7.79,7
7.38,0.39,0.32,3.44,3.8,3
4.35,0.97,0.43,9.69,9.49,3
5.76,8.6,0.88,0.87,4.87,1
6.36,0.54,0.46,3.52,2.04,1
0.0,8.29,5.46,9.87,0.3,5
1.14,7.93,0.98,1.27,6.45,4
0.91,9.83,0.92,1.01,8.62,4
0.0,9.69,0.04,8.08,0.08,2
0.1,7.03,7.2,7.67,6.44,7
0.04,5.72,9.8,2.96,6.54,7
7.97,0.36,0.28,3.51,3.84,3
0.0,9.17,4.52,7.42,0.64,5
1.01,1.85,0.57,4.86,8.29,4
2.0,6.86,0.43,6.33,6.5,4
0.0,6.01,2.3,6.74,0.05,5
3.32,0.57,0.19,9.72,5.87,3
0.0,3.96,0.08,1.11,0.15,2
0.06,7.81,9.71,1.37,2.51,6
5.71,0.54,0.46,6.54,2.66,3
0.13,1.1,8.98,2.93,5.74,7
0.0,6.09,4.64,6.61,0.85,5
0.03,3.14,2.23,5.63,2.09,6
0.03,8.09,9.43,6.85,2.5,6
0.0,7.96,0.02,1.07,0.09,2
0.0,1.86,3.0,3.78,0.07,5
0.08,3.65,9.66,4.18,3.43,6
0.05,5.51,1.05,2.35,2.88,6
1.62,0.69,0.15,5.59,3.61,3
0.07,9.41,7.07,6.84,2.65,6
0.0,1.38,1.74,8.23,0.95,5
5.57,0.44,0.17,4.86,6.43,3
9.78,0.59,0.19,6.4,3.07,3
0.63,2.33,0.77,2.07,9.33,4
0.0,9.78,0.08,2.83,0.16,2
2.35,6.31,0.95,5.04,4.47,4
6.43,0.77,0.26,1.65,5.63,3
8.68,0.46,0.31,1.59,3.06,3
0.0,5.86,0.08,5.19,0.15,2
0.06,3.25,7.11,2.43,3.31,6
2.8,0.28,0.5,4.31,8.65,3
0.17,3.56,5.61,7.54,6.15,7
8.01,0.44,0.31,8.11,8.35,3
5.78,0.75,0.76,10.21,2.17,1
0.0,2.87,0.03,7.89,0.15,2
0.0,7.51,8.95,8.73,0.85,5
0.19,2.88,7.47,1.53,9.66,7
0.01,2.98,1.88,7.02,8.34,7
2.17,2.87,0.35,4.76,9.03,4
6.56,1.32,7.67,0.69,9.52,1
1.92,0.76,0.21,4.2,1.66,3
0.0,3.29,0.01,2.43,0.06,2
0.05,7.59,9.83,6.59,7.53,7
0.18,7.48,5.64,3.89,8.41,7
0.05,4.36,8.33,9.49,3.35,6
0.0,6.42,4.33,7.02,0.1,5
0.96,4.47,0.37,7.92,6.0,4
0.0,3.47,0.01,2.1,0.02,2
0.0,3.44,0.01,3.46,0.17,2
0.7,4.46,0.64,6.12,8.49,4
0.0,7.46,0.06,6.91,0.07,2
4.25,0.38,0.45,3.17,2.88,3
5.63,0.75,0.39,3.97,5.21,3
0.08,6.62,3.82,7.48,9.42,7
0.0,4.99,0.04,6.32,0.06,2
0.0,5.04,0.05,4.78,0.05,2
0.02,7.28,1.17,8.43,3.4,6
0.99,4.78,0.38,1.83,6.03,4
0.05,8.97,3.72,5.79,1.31,6
0.0,7.99,0.02,7.39,0.06,2
1.78,7.99,0.48,9.6,5.07,4
9.91,0.62,0.42,2.94,6.08,3
0.11,6.98,2.1,3.66,7.8,7
1.96,1.45,4.37,3.6,0.22,1
0.06,3.13,1.09,6.1,1.89,6
0.0,6.94,0.03,1.96,0.16,2
0.11,8.73,4.2,5.22,9.42,7
3.0,6.4,9.48,4.09,7.03,1
0.0,6.23,0.05,5.4,0.17,2
0.08,4.74,8.72,5.43,1.55,6
2.49,1.26,0.55,1.59,8.93,4
1.76,4.88,0.58,9.46,8.55,4
0.05,7.42,6.82,8.65,2.25,6
6.8,8.79,2.74,9.41,4.15,1
1.87,2.09,0.22,8.51,2.54,4
7.74,3.34,7.37,2.19,3.33,1
0.0,4.14,0.02,1.93,0.01,2
9.93,0.27,0.43,3.78,5.05,3
6.86,0.98,0.43,5.13,3.91,3
0.0,2.27,0.06,4.23,0.15,2
0.06,5.96,6.93,5.53,6.59,7
0.07,8.89,2.02,8.37,1.26,6
3.21,0.69,0.33,2.73,1.4,3
0.0,6.99,6.62,4.45,0.17,5
4.04,9.77,3.15,6.09,3.56,1
0.14,3.4,4.1,2.42,8.29,7
1.78,9.79,0.33,7.12,5.28,4
0.09,1.71,2.91,9.54,7.95,7
5.86,0.64,0.5,7.5,4.46,3
0.09,6.74,5.48,9.01,3.35,6
0.0,9.84,0.07,4.34,0.08,2
0.0,5.08,1.19,2.46,0.75,5
0.0,7.86,8.05,7.36,0.2,5
9.48,3.96,8.91,8.45,3.58,1
0.85,6.0,0.19,7.79,3.6,4
7.22,0.86,0.3,6.97,5.57,3
1.92,1.89,0.36,2.33,3.96,4
0.0,2.37,0.01,7.69,0.13,2
9.37,0.72,0.39,2.15,6.98,3
1.41,7.16,0.43,2.02,8.41,4
0.79,6.63,0.14,2.18,3.35,4
8.69,0.32,0.41,3.3,8.7,3
0.0,5.47,0.0,1.32,0.05,2
0.17,1.31,4.21,1.11,9.33,7
0.41,1.95,1.66,3.94,5.57,1
0.01,4.93,3.79,3.05,3.52,6
0.01,8.54,6.61,2.89,6.76,7
0.0,5.17,9.37,3.21,0.45,5
1.3,6.1,8.97,7.25,1.74,1
0.0,2.41,3.32,6.75,2.59,6
10.77,4.15,7.21,1.65,3.89,1
1.83,3.03,0.82,2.5,3.72,4
8.85,0.93,0.21,5.3,3.93,3
1.44,7.39,0.8,4.06,3.98,4
0.06,6.07,3.63,7.18,2.9,6
9.94,0.24,0.24,4.77,5.24,3
0.14,1.48,8.74,2.0,7.89,7
0.0,1.09,1.28,9.28,0.44,5
0.0,5.48,2.82,2.59,0.51,5
1.54,0.84,0.31,3.16,2.74,3
9.27,0.83,0.17,7.31,1.73,3
0.74,5.99,7.89,4.26,8.12,1
0.0,1.7,0.07,3.98,0.05,2
1.9,6.89,0.79,6.99,4.12,4
0.69,2.64,0.34,5.87,9.98,4
9.24,9.81,5.14,7.68,6.27,1
3.72,0.87,0.37,6.18,3.9,3
0.02,2.94,3.28,6.13,7.91,7
0.0,2.36,0.09,6.94,0.07,2
1.92,8.85,0.58,9.22,4.44,4
0.66,2.66,0.9,9.91,2.27,4
0.0,4.48,0.08,3.67,0.04,2
0.15,8.12,9.0,4.62,5.1,7
0.15,5.19,5.65,9.31,6.19,7
0.0,7.97,5.39,9.21,0.35,5
9.91,0.2,0.16,1.26,8.79,3
0.03,9.07,5.03,6.0,2.4,6
0.16,8.5,7.74,3.54,9.8,7
0.01,9.01,7.1,9.02,2.25,6
1.7,6.94,1.86,6.69,2.35,1
0.05,9.66,8.84,1.91,1.04,6
9.12,2.19,5.26,10.51,3.35,1
0.04,8.41,9.16,8.76,1.29,6
0.0,8.77,5.65,5.72,0.18,5
0.0,7.39,0.06,2.43,0.14,2
0.0,9.06,1.62,6.5,0.03,5
1.85,0.86,0.44,4.91,5.12,3
1.77,0.32,0.18,8.24,7.95,3
0.02,4.93,1.22,7.39,3.1,6
0.02,9.18,9.83,1.77,3.69,6
7.44,1.68,1.08,0.45,2.2,1
0.76,4.7,0.87,9.25,6.82,4
0.69,3.0,0.85,8.79,3.16,4
0.0,2.85,9.58,5.95,0.46,5
0.0,8.21,0.03,9.23,0.12,2
0.19,3.32,7.23,6.35,9.33,7
0.0,9.92,8.26,9.19,0.76,5
9.18,0.79,0.3,7.1,8.63,3
0.0,3.9,6.7,2.25,0.83,5
0.05,7.61,3.69,6.94,1.9,6
0.08,5.72,8.23,4.25,3.1,6
0.07,6.58,1.89,4.82,3.39,6
0.0,6.85,6.45,3.1,0.81,5
0.03,4.92,3.3,1.42,2.32,6
1.62,0.31,0.27,4.65,9.34,3
0.0,5.85,0.02,6.32,0.07,2
0.66,4.58,0.72,3.62,3.94,4
0.07,9.39,7.26,6.32,6.68,7
0.0,6.83,4.42,3.29,3.58,6
2.47,9.24,8.41,8.05,6.14,1
0.14,4.99,2.5,7.85,6.94,7
0.0,8.62,6.12,2.51,0.6,5
2.46,1.18,0.87,6.15,6.63,4
0.0,3.47,3.28,6.98,0.39,5
0.0,3.19,0.03,9.21,0.17,2
0.0,5.68,9.74,6.13,0.22,5
0.03,1.94,3.9,9.42,8.37,7
8.46,0.48,7.36,6.65,6.76,1
0.0,2.47,0.04,8.14,0.07,2
2.4,0.78,0.27,8.87,1.34,3
0.0,6.01,0.0,6.74,0.17,2
0.01,7.04,8.82,3.37,1.06,6
0.07,1.94,8.24,4.93,2.52,6
2.07,2.12,7.22,10.47,0.21,1
0.28,2.34,2.73,5.91,3.8,1
6.51,1.68,6.62,4.81,3.34,1
7.92,3.68,6.46,3.07,4.93,1
0.0,2.67,0.07,2.35,0.17,2
5.0,4.86,0.12,2.71,4.82,1
1.81,7.0,0.97,9.45,6.61,4
0.0,9.01,6.68,4.19,0.34,5
0.0,1.59,1.76,1.76,0.43,5
1.31,4.39,0.6,1.92,4.34,4
0.06,3.41,6.32,2.91,9.18,7
0.13,1.46,6.43,1.44,4.43,7
0.0,4.21,0.02,7.19,0.06,2
0.16,5.12,2.28,3.98,8.38,7
2.04,2.77,0.79,4.52,7.53,4
0.0,9.43,7.59,8.34,0.64,5
1.83,5.28,0.74,6.83,4.49,4
0.0,9.78,0.07,9.61,0.04,2
1.86,9.36,0.97,1.17,3.98,4
0.01,9.42,4.94,7.53,1.35,6
0.0,5.34,5.55,4.2,0.8,5
2.16,3.42,0.89,2.73,8.59,4
0.0,9.97,0.06,1.07,0.13,2
2.35,5.74,0.69,3.12,8.69,4
0.23,1.35,1.68,6.95,3.57,1
3.38,0.66,0.32,4.25,1.65,3
0.02,2.59,4.41,5.19,6.68,7
10.42,8.18,2.9,8.99,9.52,1
9.74,2.24,7.76,0.0,6.04,1
4.71,6.61,5.72,9.9,1.26,1
0.06,4.24,8.42,2.69,1.13,6
0.0,5.84,0.04,5.59,0.04,2
0.0,3.73,6.48,5.35,0.86,5
0.07,3.45,3.92,8.32,2.7,6
8.6,0.85,0.33,8.15,6.51,3
2.48,6.25,0.67,2.71,2.51,4
0.0,9.66,0.06,6.78,0.15,2
0.03,3.21,4.98,1.95,2.12,6
0.08,1.3,7.96,2.43,2.56,6
1.91,1.46,0.97,3.5,8.11,4
0.01,4.18,6.25,7.75,8.21,7
0.02,8.63,2.6,5.04,2.24,6
0.06,4.39,3.74,3.16,2.16,6
0.07,8.89,5.1,8.88,3.71,6
0.0,6.87,0.06,1.27,0.17,2
0.09,8.62,7.29,6.93,3.68,6
0.06,1.7,9.78,9.25,2.99,6
3.82,0.59,0.41,8.42,9.22,3
5.26,0.65,0.48,3.52,2.47,3
8.5,0.11,9.89,4.43,8.51,1
4.43,0.65,4.72,1.35,8.12,1
1.24,0.12,0.46,8.71,3.68,3
1.41,3.25,0.13,5.68,2.98,4
1.47,3.76,0.39,3.97,8.56,4
1.0,2.82,0.85,4.17,5.05,4
0.0,7.42,6.4,5.57,0.18,5
0.01,9.35,3.15,8.1,3.84,6
0.0,9.07,2.76,8.15,0.3,5
2.1,0.75,0.21,2.01,4.92,3
0.05,3.9,9.42,6.17,5.65,7
0.05,4.56,5.62,9.89,1.91,6
0.0,1.33,5.81,7.92,0.85,5
8.87,1.62,5.16,4.4,0.05,1
10.38,5.47,2.1,9.64,5.33,1
0.08,8.77,9.02,7.1,2.89,6
1.58,9.35,5.13,1.74,0.83,1
0.97,9.72,0.21,9.34,6.02,4
6.18,0.8,0.14,3.03,4.87,3
0.5,9.04,4.96,7.23,4.88,1
0.08,3.96,7.48,4.25,3.37,6
2.21,3.46,9.17,7.23,1.26,1
1.82,6.8,0.99,2.08,8.17,4
4.64,0.52,0.43,1.32,1.7,3
0.0,5.24,4.92,4.76,0.52,5
0.0,8.84,0.04,5.79,0.13,2
0.0,4.55,0.07,4.51,0.01,2
0.02,1.21,5.02,4.92,2.32,6
1.5,3.55,0.8,2.01,8.96,4
2.79,0.77,0.44,9.23,1.2,3
0.0,4.36,6.01,3.35,0.34,5
0.05,7.92,6.18,8.86,2.15,6
0.0,7.19,2.78,5.41,0.35,5
0.0,3.14,0.04,5.3,0.06,2
0.48,3.13,3.54,4.55,1.87,1
0.0,1.61,0.07,1.43,0.17,2
6.76,3.22,5.01,7.3,5.03,1
0.07,2.46,6.51,3.34,9.1,7
6.37,0.76,0.21,2.05,6.55,3
0.02,4.45,4.56,1.6,1.99,6
0.0,3.44,3.7,9.1,0.97,5
0.07,5.19,1.91,6.92,5.25,7
2.15,1.05,0.27,7.45,4.07,4
0.0,3.92,0.02,4.02,0.13,2
0.0,4.98,7.76,2.38,0.58,5
1.67,9.82,3.57,6.24,2.98,1
0.01,2.59,7.87,2.54,6.7,7
1.02,2.46,0.44,8.51,4.49,4
0.0,3.0,5.31,1.47,0.5,5
0.0,3.28,0.04,4.18,0.0,2
8.69,8.81,6.45,5.21,8.61,1
1.59,7.97,0.77,6.53,7.0,4
0.07,5.91,1.67,7.0,1.18,6
1.35,7.44,2.61,7.3,10.09,1
6.19,0.99,0.28,5.61,5.12,3
5.34,0.95,0.44,5.4,7.49,3
5.0,0.67,7.07,5.44,5.88,1
4.84,0.91,0.14,1.2,3.52,3
8.98,0.29,0.35,9.66,9.44,3
0.03,7.5,1.83,3.17,6.57,7
0.0,2.89,2.03,7.04,0.6,5
0.09,7.02,2.17,5.18,10.0,7
0.03,2.16,9.17,1.19,8.11,7
1.69,2.14,0.5,2.92,8.06,4
5.96,0.88,0.43,9.84,3.06,3
0.0,5.29,7.37,9.06,0.89,5
1.26,7.81,0.81,5.95,9.84,4
0.12,5.22,1.14,9.11,7.34,7
7.38,4.66,6.3,3.13,2.99,1
9.36,9.51,8.34,10.49,7.91,1
0.89,4.07,0.59,4.67,4.42,4
2.15,4.98,0.53,5.18,6.57,4
0.02,9.75,9.28,3.41,6.04,7
0.01,3.42,9.65,6.29,5.82,7
0.03,1.68,2.16,5.44,2.28,6
4.82,0.45,9.24,3.14,7.77,1
0.14,9.92,4.67,9.76,9.05,7
1.41,0.31,0.14,2.0,9.19,3
0.03,4.01,5.01,1.17,1.15,6
0.0,3.75,8.14,4.36,0.63,5
6.31,4.75,7.98,1.95,3.34,1
5.59,0.22,0.44,8.86,3.29,3
1.12,0.5,0.21,1.49,5.32,3
0.02,4.65,3.13,6.56,3.64,6
0.0,7.3,7.41,4.95,0.65,5
0.83,5.1,5.9,6.21,1.62,1
2.45,0.12,0.37,8.6,3.58,3
5.39,5.1,5.11,8.44,8.92,1
0.05,5.42,3.87,6.87,2.41,6
1.53,5.99,0.51,5.85,5.09,4
0.0,6.63,0.01,6.52,0.15,2
2.62,0.83,0.38,6.23,8.44,3
1.03,0.77,0.21,9.05,4.14,3
0.0,3.1,0.06,8.53,0.04,2
0.0,1.52,0.02,1.23,0.18,2
0.06,6.66,9.75,9.05,1.9,6
7.47,0.89,0.45,9.9,5.2,3
2.36,0.99,0.4,9.97,2.91,3
0.76,2.7,0.66,6.76,4.06,4
0.1,5.15,3.81,8.04,6.45,7
0.0,8.86,4.87,1.87,0.08,5
0.0,5.61,0.04,3.13,0.03,2
0.09,6.66,6.97,9.67,5.35,7
0.07,2.42,7.91,8.67,3.39,6
2.24,5.66,0.73,5.46,2.61,4
0.09,8.0,3.63,6.66,1.49,6
0.13,5.94,2.23,5.01,9.1,7
0.07,2.32,7.64,1.69,3.8,6
5.8,0.75,0.25,8.87,1.49,3
1.15,5.07,5.2,10.38,5.34,1
0.71,5.55,0.33,3.81,8.7,4
0.08,7.26,7.75,8.25,3.9,6
0.01,6.6,2.5,4.46,3.21,6
2.48,3.0,0.57,2.05,6.12,4
0.0,1.03,1.45,1.94,0.92,5
1.1,8.73,0.77,3.27,4.71,4
2.48,3.0,0.21,1.38,4.76,4
2.16,2.07,0.48,6.61,5.85,4
0.05,1.09,5.45,6.01,3.59,6
7.65,6.09,6.1,7.71,4.58,1
0.15,1.41,7.75,8.88,9.61,7
0.02,5.1,8.77,7.81,3.37,6
7.75,0.2,0.2,3.24,9.71,3
9.65,10.57,0.68,4.07,2.42,1
0.07,5.9,6.82,9.25,5.03,7
3.49,0.98,0.29,6.68,4.87,3
1.12,0.35,0.1,1.16,5.0,3
1.17,6.05,0.78,8.29,2.35,4
0.01,4.39,8.07,1.3,1.63,6
7.79,0.74,0.44,2.49,3.3,3
0.76,9.44,0.38,2.37,6.23,4
1.15,7.34,0.73,10.42,2.89,1
0.0,6.26,0.05,7.49,0.06,2
9.89,0.63,0.34,9.22,8.19,3
0.13,6.5,6.67,1.69,7.13,7
1.68,5.57,0.57,4.38,2.19,4
0.08,5.45,3.36,3.42,2.36,6
0.0,5.47,0.03,2.97,0.09,2
0.0,1.74,0.05,9.89,0.13,2
0.0,1.47,0.07,3.94,0.0,2
0.0,4.95,0.05,8.68,0.18,2
0.03,8.87,6.84,5.83,1.39,6
0.07,6.79,2.75,9.32,1.25,6
0.0,2.02,0.05,6.06,0.04,2
6.63,4.19,4.84,5.2,6.88,1
0.0,7.45,0.08,3.12,0.08,2
0.08,4.2,4.47,4.07,3.48,6
0.0,9.99,0.03,7.44,0.05,2
2.19,0.8,0.2,5.61,4.39,3
0.0,4.49,0.08,2.92,0.13,2
0.0,4.8,0.07,5.5,0.05,2
8.83,9.36,5.54,4.98,1.61,1
2.1,5.68,0.8,1.71,4.11,4
7.11,0.5,0.39,5.08,2.77,3
2.15,7.29,0.53,2.27,5.92,4
0.01,4.51,7.5,8.58,3.62,6
0.84,8.03,0.68,1.77,9.82,4
0.03,4.34,6.14,6.48,9.89,7
7.56,3.18,9.82,10.18,4.13,1
4.01,0.17,0.14,8.62,5.15,3
0.0,1.13,0.07,5.04,0.02,2
1.21,1.82,0.32,3.03,8.59,4
0.0,9.12,0.06,7.99,0.06,2
0.01,6.62,7.92,4.96,4.77,7
6.66,3.01,10.6,6.54,6.57,1
2.43,1.6,0.16,5.3,7.32,4
0.03,4.39,2.04,5.73,3.16,6
0.05,7.01,8.24,6.68,2.88,6
2.94,10.41,7.06,4.46,8.44,1
0.0,7.97,9.59,2.88,0.74,5
5.34,0.83,0.24,3.71,9.68,3
1.17,1.85,0.19,9.88,8.66,4
0.07,9.27,5.77,7.14,1.36,6
0.68,4.9,0.98,9.6,3.03,4
0.01,4.78,3.62,2.25,3.4,6
