C2H2,C2H4,CH4,H2,C2H6
0.0,9.97,0.06,1.07,0.13
0.0,9.65,1.35,3.3,8.07
0.0,6.87,0.06,5.97,0.09
2.24,3.7,0.17,3.14,3.81
8.53,4.95,4.57,8.46,3.23
1.61,4.01,0.28,7.47,3.36
0.01,7.71,1.6,6.09,7.95
0.0,8.87,0.06,7.4,0.12
0.95,2.86,0.71,7.62,8.54
0.02,1.23,1.2,7.58,2.19
1.04,9.39,0.47,1.96,6.68
0.06,1.7,9.78,9.25,2.99
9.56,0.26,0.48,4.91,2.41
7.18,4.86,5.55,9.96,8.07
6.64,0.83,0.48,2.94,7.82
0.02,3.37,2.48,7.54,3.44
0.81,6.57,0.61,9.23,9.19
4.97,3.58,2.22,1.1,5.7
0.0,7.71,0.07,1.3,0.02
5.18,9.49,6.76,5.24,1.56
10.63,9.21,9.29,5.33,1.17
0.0,9.84,6.51,3.88,6.2
2.58,0.42,0.17,6.58,5.14
0.01,2.0,6.81,3.91,4.9
0.11,7.07,1.36,8.58,7.76
0.0,2.0,9.33,8.24,0.1
5.97,0.45,0.15,6.59,5.27
0.0,1.42,4.8,8.43,0.53
0.1,1.31,2.47,9.56,4.77
0.01,6.74,7.69,7.44,7.63
0.0,3.7,0.08,4.12,0.1
0.12,3.39,6.67,7.41,8.88
1.27,0.65,0.13,1.88,6.02
6.17,0.94,0.2,5.41,1.81
0.08,6.5,5.92,4.01,2.12
0.75,3.63,0.45,5.61,7.83
6.85,0.3,0.47,7.05,1.19
8.58,0.61,0.38,2.99,7.07
0.03,3.21,8.78,1.45,6.16
1.59,5.05,0.58,6.76,4.52
0.0,8.73,0.04,8.52,0.11
0.0,1.09,3.78,2.83,0.01
0.14,4.33,8.14,6.53,8.08
8.97,8.75,3.91,10.12,1.72
0.0,7.72,4.76,8.05,0.78
0.89,5.08,0.3,6.7,2.32
0.0,9.47,0.01,6.98,0.06
1.73,1.34,0.14,2.4,2.53
1.5,9.19,0.76,8.44,7.59
2.43,3.97,0.44,9.32,3.43
0.07,7.65,3.33,2.52,2.94
8.88,0.57,0.12,5.84,8.43
0.99,1.39,0.5,1.82,2.21
5.94,0.94,0.37,6.82,4.17
0.04,5.36,3.88,5.32,2.0
1.41,0.31,0.14,2.0,9.19
0.0,5.44,0.03,7.67,0.01
2.41,5.44,0.19,6.38,3.74
0.14,8.02,4.95,5.64,5.53
0.05,9.47,4.23,4.18,6.44
1.89,6.04,0.2,2.82,2.81
0.03,3.14,2.23,5.63,2.09
0.0,4.36,0.01,9.81,0.11
1.92,1.76,0.13,9.83,5.02
9.45,5.17,5.27,0.43,2.59
7.84,0.72,0.18,3.34,5.18
8.94,3.08,0.56,5.0,4.34
2.47,0.69,0.34,8.38,5.78
0.0,1.96,6.24,3.42,0.43
0.05,6.94,2.26,3.82,4.4
2.98,0.14,0.44,4.35,8.29
0.0,5.97,7.25,5.29,0.19
0.18,7.48,5.64,3.89,8.41
3.87,5.73,0.84,2.82,1.9
0.05,6.82,2.09,7.27,5.22
0.04,1.32,7.69,1.17,1.54
0.0,7.53,9.4,9.59,0.96
0.0,5.01,5.45,4.86,0.26
2.22,0.95,0.42,6.69,6.74
1.18,8.21,0.62,7.39,3.57
0.61,3.01,0.2,1.18,5.87
0.03,8.09,9.43,6.85,2.5
2.5,4.31,0.37,7.94,3.57
9.61,0.39,0.17,3.2,7.5
1.05,9.86,0.5,9.62,5.62
0.0,4.45,0.05,1.65,0.15
0.0,2.25,0.07,1.71,0.06
9.45,0.4,0.17,7.08,3.12
0.0,7.37,0.04,6.61,0.05
0.0,1.02,0.06,5.41,0.15
1.72,8.98,0.37,6.15,7.18
5.2,0.49,0.33,3.66,5.95
0.0,3.14,6.88,5.77,0.96
0.0,5.49,0.01,5.8,0.09
1.02,1.25,0.63,3.31,5.78
0.05,3.84,1.33,3.26,9.73
5.03,1.0,0.16,8.44,7.68
0.0,7.88,5.6,9.63,0.54
0.0,8.99,0.01,3.65,0.15
0.0,3.32,0.07,3.26,0.12
0.02,1.57,9.74,8.13,2.1
0.0,3.8,0.05,3.8,0.16
8.07,0.65,1.51,3.73,10.54
0.0,2.01,3.54,3.73,0.97
0.1,9.68,7.21,2.33,8.88
5.33,0.92,0.11,5.48,4.1
0.0,5.53,1.24,6.49,0.2
0.01,1.46,5.93,5.95,4.74
0.07,1.11,2.56,8.71,2.14
0.0,9.36,0.03,3.07,0.01
2.2,1.01,0.94,8.08,6.31
3.34,3.45,6.96,4.02,3.08
0.06,3.95,5.7,8.9,6.65
9.69,9.63,7.45,10.42,10.17
0.0,6.73,0.05,2.6,0.14
1.65,6.57,0.65,2.47,7.0
0.0,3.84,3.91,8.07,0.61
0.0,2.29,7.81,3.7,0.55
1.2,9.62,2.78,5.3,1.56
0.06,2.38,7.37,7.22,1.04
5.64,0.63,0.47,2.47,8.84
0.04,7.55,1.53,4.65,3.97
0.13,7.82,8.64,4.2,4.03
9.18,0.79,0.3,7.1,8.63
8.43,2.33,6.88,5.57,1.24
0.01,7.8,2.25,2.34,5.52
0.03,6.82,3.34,4.0,1.38
0.05,9.84,1.18,6.1,2.55
0.04,1.42,8.54,3.83,3.35
0.07,1.15,7.63,5.5,6.92
2.2,0.64,0.43,5.96,2.1
0.0,5.83,3.51,1.45,0.82
0.18,2.61,3.99,3.75,8.82
0.01,6.6,2.5,4.46,3.21
0.0,3.54,0.08,9.28,0.03
0.01,7.87,4.55,8.39,9.0
0.0,4.94,0.04,2.85,0.17
0.0,6.01,2.3,6.74,0.05
0.0,6.04,2.73,1.67,0.11
3.22,5.98,7.19,8.65,0.74
6.37,0.76,0.21,2.05,6.55
0.05,1.83,4.98,7.17,1.59
0.12,9.62,9.58,9.07,5.31
0.11,2.06,5.59,8.48,9.11
0.07,8.61,6.29,8.07,9.8
1.78,0.81,0.49,8.49,2.14
0.0,8.71,0.03,9.88,0.12
0.0,5.47,0.08,5.1,0.15
0.03,3.47,2.7,4.11,7.35
2.65,0.87,0.31,2.03,5.45
10.02,9.67,10.59,2.87,0.96
0.03,3.57,8.36,9.74,1.94
1.92,9.15,0.37,1.79,9.84
0.09,7.13,1.66,1.31,7.19
0.0,8.55,0.07,4.7,0.17
0.01,7.74,6.33,2.3,3.26
0.05,3.23,7.95,1.67,2.21
0.0,2.83,3.5,5.72,0.51
0.08,1.13,2.55,5.4,2.37
2.48,6.25,0.67,2.71,2.51
0.17,4.35,2.15,3.08,9.88
9.18,0.77,0.2,1.17,2.79
1.96,3.41,0.82,3.7,8.96
9.91,7.86,5.1,7.78,6.23
0.0,5.77,0.06,4.68,0.04
8.24,0.58,0.26,8.32,6.93
0.76,4.7,0.87,9.25,6.82
0.0,7.0,1.33,1.66,0.86
9.88,0.29,0.16,5.52,5.89
0.0,5.71,0.01,4.57,0.03
1.98,5.7,0.6,7.11,8.5
0.0,6.07,9.94,9.87,0.16
0.0,4.36,6.01,3.35,0.34
0.05,2.94,2.88,3.69,2.65
0.0,7.79,7.76,2.19,0.55
0.05,4.96,7.92,7.54,2.07
0.0,9.19,6.74,2.09,0.08
0.0,6.9,0.02,3.27,0.17
0.0,5.68,9.74,6.13,0.22
5.95,0.36,0.36,1.6,4.47
0.0,4.76,0.07,9.45,0.04
0.04,9.7,7.63,3.34,2.48
0.02,6.03,6.63,4.32,3.82
0.14,6.53,9.36,8.81,8.42
0.16,2.12,2.48,7.9,4.52
0.14,4.02,3.6,9.24,8.63
0.0,2.17,1.26,3.85,0.5
0.08,9.68,6.83,7.66,7.31
3.74,4.12,4.85,5.36,2.79
0.03,8.08,6.64,4.21,3.19
8.97,0.48,0.27,7.9,6.52
0.64,4.25,9.77,6.8,8.67
0.05,3.31,9.11,8.35,1.12
0.0,2.7,5.2,6.76,0.07
0.08,6.15,2.97,6.53,2.24
0.0,5.0,7.25,8.36,0.45
0.93,2.27,0.25,4.88,6.82
0.0,6.71,0.01,6.56,0.15
2.2,4.03,0.45,8.17,4.54
0.04,5.85,3.55,8.11,2.26
0.0,6.08,0.08,6.62,0.04
0.0,9.91,8.71,2.01,0.11
1.83,0.22,0.4,6.47,7.96
4.78,7.57,4.27,9.37,2.76
0.16,3.14,2.71,5.25,4.63
0.0,7.06,5.79,9.07,0.75
0.0,4.6,5.41,4.27,0.24
0.0,5.27,2.22,9.2,0.84
0.0,4.65,0.02,8.13,0.08
0.0,4.68,0.08,7.29,0.02
0.35,10.2,4.65,3.65,4.69
0.13,9.44,9.79,7.78,5.4
0.0,4.24,2.65,8.33,0.55
1.65,2.61,0.63,5.45,3.26
0.0,5.96,0.03,6.61,0.06
9.93,0.21,0.38,3.58,3.34
1.92,5.74,0.45,8.05,7.35
9.0,0.94,0.15,1.08,7.19
3.93,9.68,1.52,0.14,5.9
0.0,7.46,1.17,2.2,0.94
10.41,2.24,10.24,6.07,5.55
0.07,3.42,6.16,4.69,3.19
0.0,4.36,0.01,6.46,0.15
0.05,7.14,2.24,9.99,1.62
9.27,7.72,5.95,3.38,0.38
0.0,3.88,0.09,4.16,0.05
0.18,8.98,3.61,3.62,7.23
0.14,3.0,5.52,8.26,7.63
0.0,1.75,9.73,8.58,0.72
0.0,5.42,4.82,8.31,1.86
9.88,0.28,0.43,4.41,1.61
0.07,3.54,1.83,8.68,9.82
7.24,10.17,5.68,7.32,7.31
3.73,0.97,0.3,4.33,2.63
0.0,1.07,2.95,7.08,0.29
0.0,5.56,6.28,5.55,0.65
0.0,2.81,1.91,2.27,0.71
1.39,1.5,0.44,7.62,3.5
5.61,0.24,0.42,7.72,6.85
0.06,1.65,5.86,6.96,2.87
0.0,1.09,8.41,5.31,1.32
10.62,7.04,9.66,3.44,8.22
0.0,1.94,0.08,2.0,0.06
0.13,4.98,5.86,2.79,9.32
0.03,8.04,4.65,3.12,1.06
0.01,2.07,9.4,9.95,2.01
0.12,6.5,9.01,8.48,6.1
1.24,1.28,0.59,8.42,8.69
1.36,5.04,0.73,3.09,3.99
0.09,2.96,5.43,3.19,9.48
0.0,1.95,0.02,6.12,0.1
0.0,2.5,0.08,8.07,0.01
0.06,7.59,3.48,8.12,8.16
0.0,2.19,0.07,1.33,0.1
8.95,8.67,5.74,8.35,9.25
1.68,2.1,0.24,3.58,8.88
0.0,5.62,7.21,7.08,0.84
0.06,9.12,5.09,8.11,2.3
0.0,3.46,0.04,3.56,0.1
0.16,1.93,8.88,8.66,8.63
0.07,8.62,1.83,9.42,2.99
3.06,1.84,6.83,2.21,10.19
0.0,1.65,0.08,6.44,0.02
5.29,0.58,0.13,3.81,6.92
0.0,3.52,0.01,3.01,0.14
0.06,7.05,2.71,7.58,2.57
0.0,8.96,0.06,2.22,0.01
0.01,8.36,2.71,5.62,3.1
1.93,3.66,0.52,7.14,4.37
2.16,0.35,0.38,8.85,6.25
6.43,0.32,0.48,6.75,5.92
0.17,4.18,6.4,3.07,8.86
0.12,3.01,5.41,4.92,5.23
0.0,5.36,0.02,9.77,0.16
7.85,0.71,0.22,4.51,9.16
0.0,5.02,7.22,8.32,0.11
8.89,1.63,0.31,10.08,4.34
0.79,6.63,0.14,2.18,3.35
0.0,7.1,9.1,3.87,0.81
6.57,5.89,1.62,0.97,5.29
1.32,0.79,0.31,7.85,5.85
0.04,2.24,6.94,8.67,2.0
0.15,3.32,4.09,6.61,7.05
0.0,7.26,0.09,2.86,0.12
2.1,5.68,0.8,1.71,4.11
0.0,3.86,5.15,6.98,0.83
1.45,1.24,0.31,4.41,8.94
0.06,4.92,8.36,5.79,2.93
0.0,7.28,0.08,5.46,0.15
2.05,6.17,0.48,3.14,7.73
0.0,7.86,0.0,8.31,0.08
0.0,9.06,9.52,3.39,0.63
0.01,3.31,1.29,6.28,2.99
0.0,2.45,9.51,1.58,0.67
6.12,5.51,2.89,2.33,10.61
6.8,0.24,0.33,5.34,2.7
0.0,7.98,0.04,9.02,0.19
0.98,6.08,0.41,7.45,9.66
0.06,3.24,1.9,4.34,6.59
2.97,3.45,1.32,2.67,7.72
4.23,9.59,9.11,2.07,6.61
6.8,0.32,0.33,9.45,9.84
0.0,7.76,0.02,1.87,0.01
0.16,8.22,5.54,1.24,9.9
4.75,3.67,9.24,8.7,7.83
0.0,6.56,7.18,7.17,0.66
0.0,9.37,0.04,7.33,0.07
3.25,0.29,0.24,1.53,5.36
0.1,5.03,3.87,6.23,6.54
0.0,3.47,0.02,8.45,0.07
1.18,7.0,0.14,8.62,9.61
2.47,9.24,8.41,8.05,6.14
1.46,0.22,0.12,3.28,7.6
5.76,8.6,0.88,0.87,4.87
0.0,4.55,0.07,4.38,0.02
0.0,3.64,0.06,2.61,0.06
0.02,1.57,9.43,8.79,6.01
2.33,0.37,0.48,5.98,1.42
0.04,1.99,6.0,8.07,5.98
9.65,7.55,0.69,1.32,10.34
0.0,6.12,3.23,9.12,0.72
0.06,3.68,6.57,9.17,2.94
0.19,6.17,9.43,6.23,5.78
8.45,0.15,0.4,7.38,6.14
0.0,2.41,0.05,6.66,0.12
0.11,3.84,3.09,4.28,9.83
1.99,0.66,0.21,8.55,4.73
0.0,5.38,0.01,7.31,0.01
0.01,2.25,8.68,3.54,2.88
0.0,3.27,5.35,9.85,0.19
0.05,6.87,2.72,7.67,4.37
0.0,2.77,4.24,2.95,0.67
0.0,8.61,0.03,4.43,0.01
0.09,1.4,6.36,3.29,3.33
0.0,8.78,3.49,1.84,0.97
6.03,0.42,0.46,8.58,3.2
2.84,0.16,0.19,6.07,6.91
6.03,0.8,0.11,1.8,5.34
5.34,0.57,0.19,4.19,8.09
0.0,6.31,5.38,8.67,0.87
0.05,1.24,6.45,9.38,5.12
0.0,2.33,5.71,4.32,0.71
0.05,3.73,1.44,5.39,7.38
0.0,4.41,0.03,5.52,0.1
0.05,1.29,2.59,4.22,9.96
3.21,0.18,2.62,2.38,3.51
1.95,0.16,0.48,7.01,5.8
0.0,3.85,5.46,9.85,0.16
1.48,1.29,0.16,2.93,8.96
1.39,4.14,0.47,5.23,9.07
0.0,7.87,0.05,3.19,0.19
0.17,5.41,1.27,5.06,9.22
0.0,7.63,0.07,5.48,0.1
0.01,2.6,9.45,7.16,2.51
0.0,2.63,0.04,1.25,0.15
2.42,0.64,0.33,8.12,1.04
2.17,2.87,0.35,4.76,9.03
0.0,1.54,6.79,6.15,0.76
1.94,0.26,0.33,2.31,6.1
0.0,6.56,8.0,9.34,0.87
0.0,5.32,6.27,9.95,0.57
0.0,7.16,0.02,8.89,0.06
0.0,3.48,0.04,5.23,0.0
9.14,7.72,7.67,6.43,3.52
0.0,3.13,0.03,4.17,0.09
0.0,2.99,0.05,1.95,0.18
3.19,0.82,0.21,4.52,5.33
0.1,3.68,7.12,9.57,6.74
0.0,7.49,1.43,3.96,3.34
0.03,5.97,5.32,4.47,1.12
0.03,8.31,1.65,5.28,1.49
0.06,2.23,6.04,7.78,3.41
9.53,0.14,0.13,3.51,3.55
0.0,1.18,9.11,1.9,0.98
4.79,0.8,0.18,4.7,1.16
1.23,7.7,5.31,8.61,9.62
0.0,9.26,0.02,2.44,0.1
7.34,0.93,0.12,5.51,6.77
7.06,0.36,0.49,9.57,4.13
0.0,5.65,0.0,4.95,0.11
0.0,4.07,0.01,1.48,0.14
0.0,4.39,6.35,8.27,0.59
0.0,1.38,1.74,8.23,0.95
1.09,3.57,0.97,6.61,4.68
6.26,0.56,0.46,9.72,7.26
0.83,5.1,5.9,6.21,1.62
1.69,9.56,1.0,3.13,9.18
0.03,9.63,3.62,5.44,8.07
0.14,7.78,6.66,1.58,5.39
0.0,4.49,6.01,8.74,0.58
0.11,6.69,3.4,2.96,8.64
0.0,5.52,1.13,5.25,0.5
9.62,0.99,0.4,8.64,2.5
0.01,6.2,9.21,3.14,2.78
0.0,4.2,0.02,2.01,0.06
0.0,7.26,4.91,7.47,0.15
0.0,6.09,0.0,8.91,0.17
7.83,0.97,0.29,2.2,7.01
6.32,0.27,0.11,2.53,9.02
1.02,0.68,0.44,1.37,9.3
1.44,4.36,0.34,3.1,2.6
1.2,6.46,0.49,8.98,2.83
3.43,0.45,0.28,9.15,1.17
6.77,5.82,9.12,3.41,8.7
0.04,5.0,8.35,6.93,1.25
2.46,6.2,6.96,1.58,9.48
1.72,9.92,0.33,9.75,6.89
0.01,2.64,9.0,8.32,2.18
7.45,0.23,0.27,2.26,8.64
1.27,6.29,0.21,8.57,9.55
0.18,5.64,4.52,9.41,4.13
0.0,7.11,4.69,5.56,0.65
0.04,7.47,5.76,8.41,3.82
0.0,6.62,2.65,5.05,0.37
7.92,3.68,6.46,3.07,4.93
0.0,8.81,8.08,3.02,0.86
0.13,9.84,8.43,9.0,4.99
0.0,4.29,0.03,3.98,0.04
0.0,4.02,0.05,6.16,0.15
0.02,4.45,4.56,1.6,1.99
0.0,7.83,2.11,6.03,0.76
9.22,6.86,6.01,1.3,7.74
0.11,3.1,9.21,8.73,5.25
4.13,0.32,0.16,3.25,4.95
0.06,7.02,5.98,6.59,1.84
0.0,4.39,6.37,6.28,0.3
0.02,7.89,6.28,9.57,4.7
1.66,5.87,0.12,5.75,5.37
1.47,8.21,0.74,5.04,9.49
1.31,8.52,0.72,7.32,4.71
10.03,4.21,0.41,3.26,6.19
0.22,2.03,0.78,2.95,4.65
0.14,1.56,1.23,7.22,4.9
0.0,1.91,0.07,1.61,0.05
1.83,0.51,0.36,3.48,7.62
0.08,2.28,5.14,4.31,7.4
2.29,0.49,0.47,4.56,6.53
0.08,5.51,6.91,2.3,8.98
0.07,9.98,4.23,7.36,5.26
2.5,2.31,0.81,6.47,9.46
0.08,7.96,7.96,7.21,7.13
7.86,7.17,8.69,3.32,5.33
0.0,4.49,4.49,7.79,0.37
6.89,0.96,0.48,4.1,3.83
0.04,1.32,5.72,6.26,3.17
0.0,4.9,8.42,2.27,0.06
7.0,0.59,0.22,6.78,9.63
0.7,2.94,0.56,3.35,8.96
2.44,1.93,0.13,3.4,2.7
0.8,1.95,0.14,5.3,6.1
0.06,2.41,9.92,4.88,2.32
8.51,0.96,0.22,9.87,6.32
4.32,9.12,2.6,7.17,5.46
5.01,0.78,0.19,5.01,8.26
0.0,6.25,0.01,7.38,0.15
10.37,1.08,3.87,6.0,4.99
1.99,0.39,0.22,5.67,9.44
3.9,0.92,0.43,4.89,4.93
0.06,9.9,2.08,3.14,4.83
0.14,4.0,2.48,7.93,5.53
3.56,3.45,6.78,3.14,9.02
4.79,0.5,0.25,3.57,4.52
0.08,6.08,5.16,9.45,1.76
0.0,1.56,0.07,5.17,0.14
0.63,2.7,0.53,7.84,3.95
10.42,5.14,9.4,6.15,0.27
0.04,4.8,7.4,1.87,3.02
1.21,3.77,2.0,7.13,7.01
0.03,7.56,2.66,9.18,7.22
0.09,8.52,1.87,7.38,6.09
0.0,8.28,0.01,1.3,0.1
0.0,2.43,5.63,3.38,0.96
2.34,5.82,0.39,1.68,6.15
0.0,9.67,0.09,5.64,0.06
0.0,2.62,0.01,1.41,0.07
5.21,0.74,0.28,6.74,7.32
0.06,4.68,4.26,8.22,8.66
4.59,1.06,0.72,3.48,4.63
4.26,0.21,0.34,6.73,6.09
0.05,2.27,8.48,5.17,1.23
0.01,2.6,9.67,3.7,2.61
0.0,7.71,3.85,1.06,0.39
0.0,8.31,0.04,6.65,0.13
0.0,1.74,2.74,2.97,0.22
0.08,2.75,5.03,8.27,2.38
1.39,0.33,0.39,1.37,2.22
0.1,9.35,6.45,1.62,9.36
0.0,5.12,9.59,9.74,0.98
0.67,2.92,0.6,6.84,3.51
0.0,2.87,0.06,7.0,0.14
0.04,4.24,1.95,3.19,5.58
0.06,7.67,5.22,2.89,2.38
0.0,4.09,2.06,3.83,0.53
0.01,2.91,7.39,1.91,3.56
0.06,8.72,1.75,8.01,1.18
0.7,2.69,0.68,6.05,8.24
1.36,2.11,0.23,2.52,2.64
0.0,8.89,0.06,6.63,0.1
0.0,2.97,0.02,1.86,0.14
0.0,1.74,0.05,9.89,0.13
2.32,5.62,3.69,9.8,4.45
0.03,4.72,8.09,5.76,2.3
0.0,6.3,0.06,8.63,0.12
0.08,2.5,3.69,6.38,4.68
0.06,2.15,7.27,3.28,4.03
2.38,8.06,0.35,3.79,6.68
0.0,2.73,0.03,1.21,0.05
0.0,7.35,6.44,9.39,0.82
8.25,7.57,4.94,4.17,8.54
5.91,6.23,7.9,5.99,10.28
2.12,6.9,0.33,6.65,7.57
0.0,9.12,3.14,4.88,0.68
0.0,7.86,0.07,6.88,0.03
0.04,3.41,4.12,3.93,2.4
2.28,9.46,0.54,6.35,8.9
0.0,2.58,1.48,1.08,0.28
10.58,0.26,4.9,6.48,8.04
1.63,6.28,0.86,2.87,4.29
0.0,9.56,0.05,3.85,0.04
0.0,2.34,4.05,3.17,0.68
5.4,0.67,0.46,6.32,3.12
0.11,2.06,6.41,6.39,8.94
0.0,8.73,0.09,1.47,0.07
0.0,7.46,1.17,6.46,0.38
7.47,0.89,0.45,9.9,5.2
10.72,8.56,9.79,10.03,5.05
0.05,7.92,6.18,8.86,2.15
0.0,9.99,0.03,7.44,0.05
2.5,8.07,0.82,6.37,7.67
2.28,2.98,0.75,7.94,4.7
0.01,1.74,6.31,8.2,2.85
8.96,0.95,0.43,8.85,5.82
0.01,2.94,7.79,1.64,1.25
0.13,5.86,1.05,3.11,9.48
8.74,0.57,0.5,1.69,8.18
9.56,3.07,9.48,8.66,5.58
1.05,0.81,0.47,4.12,1.13
4.81,0.62,0.15,7.98,2.08
0.0,9.0,4.98,6.61,0.86
0.0,7.42,6.4,5.57,0.18
0.0,7.86,8.06,7.63,0.69
3.89,0.2,0.36,4.48,8.68
0.0,5.6,1.56,1.87,0.82
1.53,5.04,9.71,5.25,4.92
2.75,4.76,1.09,5.16,8.63
0.04,7.75,1.83,8.42,3.92
0.0,3.25,0.08,7.62,0.0
1.43,10.44,5.05,6.9,1.14
0.03,1.04,8.05,4.74,9.79
0.0,5.36,0.08,8.83,0.06
0.01,4.51,7.5,8.58,3.62
0.0,2.53,0.02,6.09,0.03
0.0,9.16,1.87,4.89,0.34
0.03,1.74,6.4,2.1,3.13
0.0,9.72,5.46,5.62,0.5
0.51,2.21,7.86,4.93,5.08
2.16,0.42,0.33,8.29,4.4
0.0,8.09,5.87,4.6,0.44
0.17,9.41,6.89,8.84,6.47
0.12,4.36,2.97,3.21,9.9
0.0,2.04,0.05,5.49,0.04
2.12,5.54,0.87,7.2,9.06
0.0,3.03,0.08,6.02,0.16
10.42,8.18,2.9,8.99,9.52
0.0,8.18,9.48,9.51,0.25
1.97,4.7,2.03,1.08,9.15
5.92,0.66,0.2,1.64,6.01
7.32,0.5,0.49,1.98,1.14
7.04,0.44,0.36,1.19,1.03
0.17,5.1,6.68,4.77,6.18
0.0,5.91,8.85,3.88,0.45
0.0,1.61,0.08,6.01,0.06
1.98,3.29,0.16,8.81,3.98
0.02,8.05,3.17,3.72,7.99
2.0,6.38,0.98,4.0,7.07
1.79,9.54,0.35,7.35,3.45
2.3,7.32,0.87,1.88,6.29
0.7,3.78,0.96,5.12,6.2
8.58,0.45,0.18,8.09,1.27
3.74,0.26,0.21,2.82,2.68
7.91,7.16,10.81,6.95,8.05
1.68,6.52,0.15,6.21,7.4
0.13,4.66,3.57,7.91,4.21
0.04,6.81,3.15,6.12,8.39
0.0,8.43,9.0,6.12,0.12
8.16,0.22,0.17,3.03,2.83
7.14,0.63,0.31,5.01,4.37
8.96,0.66,0.3,1.65,6.04
0.17,4.69,6.13,9.37,6.02
6.59,9.07,5.73,10.12,5.91
0.09,7.69,6.03,5.73,2.27
1.73,4.54,7.84,8.69,2.33
6.99,0.43,0.12,8.25,3.96
3.43,1.4,10.5,3.54,3.89
0.0,6.24,9.4,7.08,0.16
0.04,4.67,7.8,9.76,8.61
1.61,4.18,0.19,9.86,5.59
0.83,5.21,0.33,1.2,6.2
1.85,6.34,0.33,2.95,3.52
0.01,9.08,5.78,9.35,7.67
0.06,3.06,2.44,1.39,3.01
0.04,8.8,1.43,6.66,5.87
5.94,0.4,0.44,8.88,9.06
1.59,7.56,0.13,5.36,7.98
1.07,10.46,1.84,0.76,2.78
0.11,2.2,5.29,8.15,9.33
1.06,0.12,0.18,6.52,7.31
0.06,4.37,1.35,5.37,7.51
0.0,8.05,9.45,1.22,0.77
1.69,7.13,0.92,8.84,7.53
0.0,2.2,3.29,3.19,0.62
0.03,8.14,7.48,4.17,2.65
0.0,5.86,0.06,7.42,0.12
0.04,8.41,9.16,8.76,1.29
0.01,9.47,8.68,9.83,2.71
9.99,6.16,7.33,2.4,1.82
0.15,1.72,7.2,6.01,5.89
0.0,5.61,0.05,8.24,0.02
0.0,2.52,6.85,1.09,0.6
0.03,7.16,4.09,9.14,1.4
0.16,2.86,3.36,9.8,7.91
0.17,2.29,6.35,1.47,4.19
0.1,10.68,1.8,0.04,6.9
0.91,8.5,0.69,5.71,3.29
2.14,6.45,0.67,8.16,9.53
9.51,0.85,0.25,6.17,2.9
0.02,4.65,3.13,6.56,3.64
0.0,1.86,5.66,5.2,0.57
0.0,4.65,5.69,9.77,0.86
0.0,7.44,0.04,4.44,0.02
0.09,3.54,2.19,6.89,1.91
1.62,0.31,0.27,4.65,9.34
1.08,9.93,0.3,8.92,3.33
0.0,3.49,0.04,9.63,0.08
1.41,7.16,0.43,2.02,8.41
0.0,8.79,0.04,8.94,0.18
0.06,9.49,3.66,5.46,4.48
0.0,7.01,0.07,8.1,0.14
9.54,0.63,0.17,1.76,8.31
0.16,4.71,1.72,2.22,5.06
0.05,5.46,1.62,8.5,9.37
9.56,0.64,0.49,9.11,1.19
6.82,0.52,7.44,8.03,3.76
0.0,5.55,2.48,3.44,2.02
0.0,4.99,0.04,6.32,0.06
0.0,4.43,6.99,2.05,1.99
7.03,0.64,0.21,6.88,3.84
0.0,9.08,0.01,3.1,0.0
0.0,9.32,7.41,4.75,0.19
5.0,0.87,0.43,2.68,7.35
0.0,5.52,0.02,5.27,0.01
0.0,8.01,5.48,6.29,5.01
0.0,1.65,4.82,2.96,0.27
2.08,2.5,0.43,4.2,2.56
2.51,0.74,0.23,5.43,7.64
0.0,9.7,6.93,6.92,0.3
0.0,8.88,0.02,5.8,0.01
0.0,4.7,0.04,4.43,0.03
0.01,9.01,7.1,9.02,2.25
0.02,6.71,9.91,2.96,5.46
8.79,0.52,0.41,2.52,1.36
0.0,3.59,7.66,1.87,0.81
0.14,3.28,1.71,4.56,5.68
0.11,9.76,3.04,4.86,8.98
0.0,9.73,9.88,1.49,0.5
4.29,0.19,0.49,8.84,4.4
1.89,5.5,0.43,2.54,4.87
0.07,3.62,4.09,8.89,1.83
4.25,0.83,0.15,2.41,9.19
8.56,0.66,0.33,3.61,7.14
0.04,5.11,9.82,1.83,2.04
7.1,0.29,0.39,7.82,1.62
0.16,8.57,8.19,6.07,6.37
0.01,7.23,7.53,1.31,1.54
0.08,2.62,9.73,7.49,1.62
2.21,8.42,0.61,7.19,6.82
2.07,2.73,0.12,3.8,4.34
7.52,0.93,0.46,8.29,5.95
0.0,9.7,9.35,2.59,0.35
1.54,3.03,0.7,9.91,3.35
0.0,7.89,0.0,4.4,0.12
0.0,9.6,7.71,7.06,0.16
0.0,8.8,0.01,9.88,0.03
0.0,3.1,1.47,3.17,0.64
0.69,2.64,0.34,5.87,9.98
2.33,0.34,0.44,9.01,9.97
0.0,4.57,5.49,5.73,0.67
4.58,0.23,0.32,7.78,9.64
7.81,0.74,0.4,6.85,5.06
0.17,9.96,2.73,8.31,7.21
0.14,5.52,6.11,8.22,7.0
5.15,7.56,6.56,3.96,10.31
8.32,0.37,0.23,4.15,3.49
2.24,5.66,0.73,5.46,2.61
9.23,0.12,4.7,8.81,5.69
0.0,4.34,0.08,2.94,0.14
1.94,0.84,0.46,8.51,2.16
0.04,9.16,6.47,3.29,2.17
